Species,dataset,PC,Variance_Percentage
Begonia,353_super,PC22,1.75
Begonia,353_super,PC23,1.71
Begonia,353_super,PC24,1.67
Begonia,353_super,PC25,1.64
Begonia,353_super,PC26,1.59
Begonia,353_super,PC27,1.54
Begonia,353_super,PC28,1.45
Begonia,353_super,PC29,1.42
Begonia,353_super,PC30,1.4
Begonia,353_super,PC31,1.23
Begonia,353_super,PC32,1.14
Begonia,BUSCO,PC1,25.03
Begonia,BUSCO,PC2,6.1
Begonia,BUSCO,PC3,4.62
Begonia,BUSCO,PC4,4.11
Begonia,BUSCO,PC5,4.06
Begonia,BUSCO,PC6,3.42
Begonia,BUSCO,PC7,3.18
Begonia,BUSCO,PC8,2.95
Begonia,BUSCO,PC9,2.61
Begonia,BUSCO,PC10,2.52
Begonia,BUSCO,PC11,2.49
Begonia,BUSCO,PC12,2.36
Begonia,BUSCO,PC13,2.04
Begonia,BUSCO,PC14,2.02
Begonia,BUSCO,PC15,1.98
Begonia,BUSCO,PC16,1.96
Begonia,BUSCO,PC17,1.92
Begonia,BUSCO,PC18,1.9
Begonia,BUSCO,PC19,1.86
Begonia,BUSCO,PC20,1.71
Begonia,BUSCO,PC21,1.69
Begonia,BUSCO,PC22,1.65
Begonia,BUSCO,PC23,1.64
Begonia,BUSCO,PC24,1.6
Begonia,BUSCO,PC25,1.57
Begonia,BUSCO,PC26,1.44
Begonia,BUSCO,PC27,1.44
Begonia,BUSCO,PC28,1.42
Begonia,BUSCO,PC29,1.33
Begonia,BUSCO,PC30,1.3
Begonia,BUSCO,PC31,1.28
Begonia,BUSCO,PC32,1.26
Begonia,BUSCOsuper,PC1,23.65
Begonia,BUSCOsuper,PC2,6.07
Begonia,BUSCOsuper,PC3,4.91
Begonia,BUSCOsuper,PC4,4.41
Begonia,BUSCOsuper,PC5,3.79
Begonia,BUSCOsuper,PC6,3.47
Begonia,BUSCOsuper,PC7,3.27
Begonia,BUSCOsuper,PC8,3.19
Begonia,BUSCOsuper,PC9,3.1
Begonia,BUSCOsuper,PC10,2.84
Begonia,BUSCOsuper,PC11,2.45
Begonia,BUSCOsuper,PC12,2.24
Begonia,BUSCOsuper,PC13,2.19
Begonia,BUSCOsuper,PC14,1.98
Begonia,BUSCOsuper,PC15,1.97
Begonia,BUSCOsuper,PC16,1.92
Begonia,BUSCOsuper,PC17,1.91
Begonia,BUSCOsuper,PC18,1.85
Begonia,BUSCOsuper,PC19,1.83
Begonia,BUSCOsuper,PC20,1.77
Begonia,BUSCOsuper,PC21,1.75
Begonia,BUSCOsuper,PC22,1.74
Begonia,BUSCOsuper,PC23,1.68
Begonia,BUSCOsuper,PC24,1.64
Begonia,BUSCOsuper,PC25,1.61
Begonia,BUSCOsuper,PC26,1.59
Begonia,BUSCOsuper,PC27,1.49
Begonia,BUSCOsuper,PC28,1.48
Begonia,BUSCOsuper,PC29,1.43
Begonia,BUSCOsuper,PC30,1.37
Begonia,BUSCOsuper,PC31,1.19
Begonia,BUSCOsuper,PC32,1
Begonia,genome,PC1,26.11
Begonia,genome,PC2,6.12
Begonia,genome,PC3,5.02
Begonia,genome,PC4,4.13
Begonia,genome,PC5,3.36
Begonia,genome,PC6,2.99
Begonia,genome,PC7,2.89
Begonia,genome,PC8,2.74
Begonia,genome,PC9,2.6
Begonia,genome,PC10,2.37
Begonia,genome,PC11,2.18
Begonia,genome,PC12,2.04
Begonia,genome,PC13,1.99
Begonia,genome,PC14,1.97
Begonia,genome,PC15,1.93
Begonia,genome,PC16,1.9
Begonia,genome,PC17,1.86
Begonia,genome,PC18,1.84
Begonia,genome,PC19,1.79
Begonia,genome,PC20,1.66
Begonia,genome,PC21,1.64
Begonia,genome,PC22,1.62
Begonia,genome,PC23,1.61
Begonia,genome,PC24,1.6
Begonia,genome,PC25,1.56
Begonia,genome,PC26,1.54
Begonia,genome,PC27,1.53
Begonia,genome,PC28,1.5
Begonia,genome,PC29,1.49
Begonia,genome,PC30,1.4
Begonia,genome,PC31,1.38
Begonia,genome,PC32,1.34
Begonia,singlecopy,PC1,18.55
Begonia,singlecopy,PC2,5.2
Begonia,singlecopy,PC3,4.25
Begonia,singlecopy,PC4,3.8
Begonia,singlecopy,PC5,3.29
Begonia,singlecopy,PC6,3.27
Begonia,singlecopy,PC7,3.11
Begonia,singlecopy,PC8,3.03
Begonia,singlecopy,PC9,2.85
Begonia,singlecopy,PC10,2.77
Begonia,singlecopy,PC11,2.59
Begonia,singlecopy,PC12,2.43
Begonia,singlecopy,PC13,2.32
Begonia,singlecopy,PC14,2.25
Begonia,singlecopy,PC15,2.21
Begonia,singlecopy,PC16,2.18
Begonia,singlecopy,PC17,2.13
Begonia,singlecopy,PC18,2.12
Begonia,singlecopy,PC19,2.1
Begonia,singlecopy,PC20,2.08
Begonia,singlecopy,PC21,2.07
Begonia,singlecopy,PC22,2.04
Begonia,singlecopy,PC23,2.02
Begonia,singlecopy,PC24,1.99
Begonia,singlecopy,PC25,1.96
Begonia,singlecopy,PC26,1.94
Begonia,singlecopy,PC27,1.86
Begonia,singlecopy,PC28,1.85
Begonia,singlecopy,PC29,1.8
Begonia,singlecopy,PC30,1.74
Begonia,singlecopy,PC31,1.71
Begonia,singlecopy,PC32,1.57
Begonia,SCsuper,PC1,23.23
Begonia,SCsuper,PC2,5.83
Begonia,SCsuper,PC3,4.75
Begonia,SCsuper,PC4,4.27
Begonia,SCsuper,PC5,3.52
Begonia,SCsuper,PC6,3.35
Begonia,SCsuper,PC7,3.15
Begonia,SCsuper,PC8,3.12
Begonia,SCsuper,PC9,3
Begonia,SCsuper,PC10,2.81
Begonia,SCsuper,PC11,2.4
Begonia,SCsuper,PC12,2.22
Begonia,SCsuper,PC13,2.17
Begonia,SCsuper,PC14,2.05
Begonia,SCsuper,PC15,2.03
Begonia,SCsuper,PC16,1.97
Begonia,SCsuper,PC17,1.92
Begonia,SCsuper,PC18,1.89
Begonia,SCsuper,PC19,1.86
Begonia,SCsuper,PC20,1.84
Begonia,SCsuper,PC21,1.78
Begonia,SCsuper,PC22,1.76
Begonia,SCsuper,PC23,1.73
Begonia,SCsuper,PC24,1.72
Begonia,SCsuper,PC25,1.68
Begonia,SCsuper,PC26,1.67
Begonia,SCsuper,PC27,1.6
Begonia,SCsuper,PC28,1.56
Begonia,SCsuper,PC29,1.54
Begonia,SCsuper,PC30,1.51
Begonia,SCsuper,PC31,1.32
Begonia,SCsuper,PC32,1.12
Camellia,353_gene,PC1,13.62
Camellia,353_gene,PC2,9.3
Camellia,353_gene,PC3,5.44
Camellia,353_gene,PC4,5.02
Camellia,353_gene,PC5,4.56
Camellia,353_gene,PC6,4.36
Camellia,353_gene,PC7,4.07
Camellia,353_gene,PC8,3.92
Camellia,353_gene,PC9,3.79
Camellia,353_gene,PC10,3.76
Camellia,353_gene,PC11,3.63
Camellia,353_gene,PC12,3.53
Camellia,353_gene,PC13,3.45
Camellia,353_gene,PC14,3.41
Camellia,353_gene,PC15,3.24
Camellia,353_gene,PC16,3.18
Camellia,353_gene,PC17,3.14
Camellia,353_gene,PC18,3.07
Camellia,353_gene,PC19,2.89
Camellia,353_gene,PC20,2.82
Camellia,353_gene,PC21,2.73
Camellia,353_gene,PC22,2.68
Camellia,353_gene,PC23,2.59
Camellia,353_gene,PC24,1.81
Camellia,genome,PC1,17.4
Camellia,genome,PC2,12.11
Camellia,genome,PC3,6.07
Camellia,genome,PC4,5.22
Camellia,genome,PC5,3.95
Camellia,genome,PC6,3.84
Camellia,genome,PC7,3.62
Camellia,genome,PC8,3.48
Camellia,genome,PC9,3.37
Camellia,genome,PC10,3.19
Camellia,genome,PC11,3.15
Camellia,genome,PC12,3.11
Camellia,genome,PC13,3
Camellia,genome,PC14,2.98
Camellia,genome,PC15,2.98
Camellia,genome,PC16,2.86
Camellia,genome,PC17,2.84
Camellia,genome,PC18,2.77
Camellia,genome,PC19,2.7
Camellia,genome,PC20,2.42
Camellia,genome,PC21,2.39
Camellia,genome,PC22,2.35
Camellia,genome,PC23,2.23
Camellia,genome,PC24,1.99
Camellia,genome,PC25,0
Camellia,BUSCOsuper,PC1,15.28
Camellia,BUSCOsuper,PC2,8.17
Camellia,BUSCOsuper,PC3,5.66
Camellia,BUSCOsuper,PC4,5.38
Camellia,BUSCOsuper,PC5,4.8
Camellia,BUSCOsuper,PC6,4.29
Camellia,BUSCOsuper,PC7,4.01
Camellia,BUSCOsuper,PC8,3.85
Camellia,BUSCOsuper,PC9,3.59
Camellia,BUSCOsuper,PC10,3.53
Camellia,BUSCOsuper,PC11,3.46
Camellia,BUSCOsuper,PC12,3.42
Camellia,BUSCOsuper,PC13,3.41
Camellia,BUSCOsuper,PC14,3.29
Camellia,BUSCOsuper,PC15,3.26
Camellia,BUSCOsuper,PC16,3.14
Camellia,BUSCOsuper,PC17,3.01
Camellia,BUSCOsuper,PC18,2.92
Camellia,BUSCOsuper,PC19,2.84
Camellia,BUSCOsuper,PC20,2.8
Camellia,BUSCOsuper,PC21,2.75
Camellia,BUSCOsuper,PC22,2.71
Camellia,BUSCOsuper,PC23,2.65
Camellia,BUSCOsuper,PC24,1.75
Camellia,BUSCOsuper,PC25,0
Camellia,BUSCO,PC1,16.8
Camellia,BUSCO,PC2,12.68
Camellia,BUSCO,PC3,5.79
Camellia,BUSCO,PC4,5.62
Camellia,BUSCO,PC5,4.69
Camellia,BUSCO,PC6,3.66
Camellia,BUSCO,PC7,3.4
Camellia,BUSCO,PC8,3.36
Camellia,BUSCO,PC9,3.3
Camellia,BUSCO,PC10,3.14
Camellia,BUSCO,PC11,3.09
Camellia,BUSCO,PC12,2.99
Camellia,BUSCO,PC13,2.97
Camellia,BUSCO,PC14,2.91
Camellia,BUSCO,PC15,2.88
Camellia,BUSCO,PC16,2.85
Camellia,BUSCO,PC17,2.8
Camellia,BUSCO,PC18,2.79
Camellia,BUSCO,PC19,2.6
Camellia,BUSCO,PC20,2.51
Camellia,BUSCO,PC21,2.42
Camellia,BUSCO,PC22,2.38
Camellia,BUSCO,PC23,2.36
Camellia,BUSCO,PC24,1.99
Camellia,BUSCO,PC25,0
Camellia,SCsuper,PC1,15.7
Camellia,SCsuper,PC2,8.48
Camellia,SCsuper,PC3,5.44
Camellia,SCsuper,PC4,5.2
Camellia,SCsuper,PC5,4.95
Camellia,SCsuper,PC6,4.18
Camellia,SCsuper,PC7,3.96
Camellia,SCsuper,PC8,3.77
Camellia,SCsuper,PC9,3.57
Camellia,SCsuper,PC10,3.53
Camellia,SCsuper,PC11,3.45
Camellia,SCsuper,PC12,3.37
Camellia,SCsuper,PC13,3.34
Camellia,SCsuper,PC14,3.29
Camellia,SCsuper,PC15,3.27
Camellia,SCsuper,PC16,3.1
Camellia,SCsuper,PC17,2.93
Camellia,SCsuper,PC18,2.86
Camellia,SCsuper,PC19,2.83
Camellia,SCsuper,PC20,2.77
Camellia,SCsuper,PC21,2.75
Camellia,SCsuper,PC22,2.73
Camellia,SCsuper,PC23,2.69
Camellia,SCsuper,PC24,1.85
Camellia,SCsuper,PC25,0
Camellia,singlecopy,PC1,15.13
Camellia,singlecopy,PC2,9.07
Camellia,singlecopy,PC3,5.39
Camellia,singlecopy,PC4,5.21
Camellia,singlecopy,PC5,5.06
Camellia,singlecopy,PC6,4.11
Camellia,singlecopy,PC7,3.87
Camellia,singlecopy,PC8,3.68
Camellia,singlecopy,PC9,3.48
Camellia,singlecopy,PC10,3.45
Camellia,singlecopy,PC11,3.39
Camellia,singlecopy,PC12,3.32
Camellia,singlecopy,PC13,3.28
Camellia,singlecopy,PC14,3.23
Camellia,singlecopy,PC15,3.22
Camellia,singlecopy,PC16,3.2
Camellia,singlecopy,PC17,2.95
Camellia,singlecopy,PC18,2.89
Camellia,singlecopy,PC19,2.88
Camellia,singlecopy,PC20,2.85
Camellia,singlecopy,PC21,2.81
Camellia,singlecopy,PC22,2.77
Camellia,singlecopy,PC23,2.73
Camellia,singlecopy,PC24,2.01
Camellia,singlecopy,PC25,0
Camellia,353_super,PC1,15.25
Camellia,353_super,PC2,8.48
Camellia,353_super,PC3,5.58
Camellia,353_super,PC4,5.32
Camellia,353_super,PC5,4.89
Camellia,353_super,PC6,4.34
Camellia,353_super,PC7,3.95
Camellia,353_super,PC8,3.81
Camellia,353_super,PC9,3.7
Camellia,353_super,PC10,3.67
Camellia,353_super,PC11,3.61
Camellia,353_super,PC12,3.45
Camellia,353_super,PC13,3.44
Camellia,353_super,PC14,3.35
Camellia,353_super,PC15,3.15
Camellia,353_super,PC16,3.1
Camellia,353_super,PC17,2.99
Camellia,353_super,PC18,2.85
Camellia,353_super,PC19,2.79
Camellia,353_super,PC20,2.78
Camellia,353_super,PC21,2.67
Camellia,353_super,PC22,2.61
Camellia,353_super,PC23,2.54
Camellia,353_super,PC24,1.69
Camellia,353_super,PC25,0
Canis,353_super,PC1,20.97
Canis,353_super,PC2,9.34
Canis,353_super,PC3,7.31
Canis,353_super,PC4,5.87
Canis,353_super,PC5,5.4
Canis,353_super,PC6,5.03
Canis,353_super,PC7,4.96
Canis,353_super,PC8,4.73
Canis,353_super,PC9,4.48
Canis,353_super,PC10,4.38
Canis,353_super,PC11,4.16
Canis,353_super,PC12,4
Canis,353_super,PC13,3.94
Canis,353_super,PC14,3.01
Canis,353_super,PC15,2.62
Canis,353_super,PC16,2.39
Canis,353_super,PC17,2.13
Canis,353_super,PC18,1.98
Canis,353_super,PC19,1.71
Canis,353_super,PC20,1.6
Canis,353_super,PC21,0
Canis,353_gene,PC1,19.46
Canis,353_gene,PC2,9.33
Canis,353_gene,PC3,8.37
Canis,353_gene,PC4,6.43
Canis,353_gene,PC5,5.84
Canis,353_gene,PC6,5.47
Canis,353_gene,PC7,4.96
Canis,353_gene,PC8,4.9
Canis,353_gene,PC9,4.45
Canis,353_gene,PC10,4.22
Canis,353_gene,PC11,4.01
Canis,353_gene,PC12,3.63
Canis,353_gene,PC13,3.3
Canis,353_gene,PC14,3.08
Canis,353_gene,PC15,2.78
Canis,353_gene,PC16,2.64
Canis,353_gene,PC17,2.09
Canis,353_gene,PC18,1.89
Canis,353_gene,PC19,1.71
Canis,353_gene,PC20,1.44
Canis,353_gene,PC21,0
Canis,singlecopy,PC1,16.29
Canis,singlecopy,PC2,8.75
Canis,singlecopy,PC3,6.2
Canis,singlecopy,PC4,5.72
Canis,singlecopy,PC5,5.15
Canis,singlecopy,PC6,4.88
Canis,singlecopy,PC7,4.84
Canis,singlecopy,PC8,4.77
Canis,singlecopy,PC9,4.61
Canis,singlecopy,PC10,4.56
Canis,singlecopy,PC11,4.21
Canis,singlecopy,PC12,4.14
Canis,singlecopy,PC13,4.05
Canis,singlecopy,PC14,3.62
Canis,singlecopy,PC15,3.5
Canis,singlecopy,PC16,3.26
Canis,singlecopy,PC17,3.03
Canis,singlecopy,PC18,2.89
Canis,singlecopy,PC19,2.81
Canis,singlecopy,PC20,2.73
Canis,singlecopy,PC21,0
Canis,SCsuper,PC1,15.44
Canis,SCsuper,PC2,8.88
Canis,SCsuper,PC3,6.04
Canis,SCsuper,PC4,5.65
Canis,SCsuper,PC5,5.01
Canis,SCsuper,PC6,4.96
Canis,SCsuper,PC7,4.75
Canis,SCsuper,PC8,4.67
Canis,SCsuper,PC9,4.58
Canis,SCsuper,PC10,4.54
Canis,SCsuper,PC11,4.27
Canis,SCsuper,PC12,4.08
Canis,SCsuper,PC13,3.94
Canis,SCsuper,PC14,3.75
Canis,SCsuper,PC15,3.61
Canis,SCsuper,PC16,3.52
Canis,SCsuper,PC17,3.21
Canis,SCsuper,PC18,3.09
Canis,SCsuper,PC19,3.05
Canis,SCsuper,PC20,2.98
Canis,SCsuper,PC21,0
Canis,genome,PC1,20.42
Canis,genome,PC2,9.15
Canis,genome,PC3,6.73
Canis,genome,PC4,5.88
Canis,genome,PC5,5.45
Canis,genome,PC6,5.19
Canis,genome,PC7,4.98
Canis,genome,PC8,4.82
Canis,genome,PC9,4.59
Canis,genome,PC10,4.28
Canis,genome,PC11,4.24
Canis,genome,PC12,4.17
Canis,genome,PC13,4.14
Canis,genome,PC14,3.07
Canis,genome,PC15,2.74
Canis,genome,PC16,2.43
Canis,genome,PC17,2.17
Canis,genome,PC18,1.9
Canis,genome,PC19,1.85
Canis,genome,PC20,1.8
Canis,genome,PC21,0
Canis,BUSCOsuper,PC1,16.07
Canis,BUSCOsuper,PC2,8.39
Canis,BUSCOsuper,PC3,6.3
Canis,BUSCOsuper,PC4,5.74
Canis,BUSCOsuper,PC5,5.19
Canis,BUSCOsuper,PC6,4.92
Canis,BUSCOsuper,PC7,4.84
Canis,BUSCOsuper,PC8,4.76
Canis,BUSCOsuper,PC9,4.67
Canis,BUSCOsuper,PC10,4.6
Canis,BUSCOsuper,PC11,4.24
Canis,BUSCOsuper,PC12,4.19
Canis,BUSCOsuper,PC13,4.02
Canis,BUSCOsuper,PC14,3.64
Canis,BUSCOsuper,PC15,3.49
Canis,BUSCOsuper,PC16,3.32
Canis,BUSCOsuper,PC17,3.06
Canis,BUSCOsuper,PC18,2.9
Canis,BUSCOsuper,PC19,2.87
Canis,BUSCOsuper,PC20,2.77
Canis,BUSCOsuper,PC21,0
Canis,BUSCO,PC1,17.19
Canis,BUSCO,PC2,9.54
Canis,BUSCO,PC3,5.83
Canis,BUSCO,PC4,5.43
Canis,BUSCO,PC5,4.89
Canis,BUSCO,PC6,4.76
Canis,BUSCO,PC7,4.69
Canis,BUSCO,PC8,4.64
Canis,BUSCO,PC9,4.45
Canis,BUSCO,PC10,4.32
Canis,BUSCO,PC11,4.13
Canis,BUSCO,PC12,4.11
Canis,BUSCO,PC13,3.93
Canis,BUSCO,PC14,3.58
Canis,BUSCO,PC15,3.45
Canis,BUSCO,PC16,3.33
Canis,BUSCO,PC17,3.03
Canis,BUSCO,PC18,2.94
Canis,BUSCO,PC19,2.91
Canis,BUSCO,PC20,2.84
Canis,BUSCO,PC21,0
Cannabis,353_gene,PC1,8.52
Cannabis,353_gene,PC2,5.58
Cannabis,353_gene,PC3,4.5
Cannabis,353_gene,PC4,4.27
Cannabis,353_gene,PC5,3.67
Cannabis,353_gene,PC6,3.53
Cannabis,353_gene,PC7,3.3
Cannabis,353_gene,PC8,3.1
Cannabis,353_gene,PC9,3
Cannabis,353_gene,PC10,2.81
Cannabis,353_gene,PC11,2.76
Cannabis,353_gene,PC12,2.67
Cannabis,353_gene,PC13,2.62
Cannabis,353_gene,PC14,2.6
Cannabis,353_gene,PC15,2.55
Cannabis,353_gene,PC16,2.47
Cannabis,353_gene,PC17,2.4
Cannabis,353_gene,PC18,2.34
Cannabis,353_gene,PC19,2.29
Cannabis,353_gene,PC20,2.27
Cannabis,353_gene,PC21,2.22
Cannabis,353_gene,PC22,2.16
Cannabis,353_gene,PC23,2.1
Cannabis,353_gene,PC24,2.07
Cannabis,353_gene,PC25,2.05
Cannabis,353_gene,PC26,2.03
Cannabis,353_gene,PC27,1.96
Cannabis,353_gene,PC28,1.87
Cannabis,353_gene,PC29,1.83
Cannabis,353_gene,PC30,1.81
Cannabis,353_gene,PC31,1.78
Cannabis,353_gene,PC32,1.76
Cannabis,353_super,PC1,9.81
Cannabis,353_super,PC2,6.08
Cannabis,353_super,PC3,4.38
Cannabis,353_super,PC4,4.16
Cannabis,353_super,PC5,3.74
Cannabis,353_super,PC6,3.24
Cannabis,353_super,PC7,3.15
Cannabis,353_super,PC8,2.96
Cannabis,353_super,PC9,2.82
Cannabis,353_super,PC10,2.73
Cannabis,353_super,PC11,2.58
Cannabis,353_super,PC12,2.56
Cannabis,353_super,PC13,2.52
Cannabis,353_super,PC14,2.5
Cannabis,353_super,PC15,2.46
Cannabis,353_super,PC16,2.34
Cannabis,353_super,PC17,2.3
Cannabis,353_super,PC18,2.3
Cannabis,353_super,PC19,2.27
Cannabis,353_super,PC20,2.24
Cannabis,353_super,PC21,2.2
Cannabis,353_super,PC22,2.18
Cannabis,353_super,PC23,2.11
Cannabis,353_super,PC24,2.07
Cannabis,353_super,PC25,2.02
Cannabis,353_super,PC26,1.98
Cannabis,353_super,PC27,1.97
Cannabis,353_super,PC28,1.97
Cannabis,353_super,PC29,1.94
Cannabis,353_super,PC30,1.9
Cannabis,353_super,PC31,1.84
Cannabis,353_super,PC32,1.74
Cannabis,BUSCO,PC1,9.28
Cannabis,BUSCO,PC2,6.28
Cannabis,BUSCO,PC3,4.78
Cannabis,BUSCO,PC4,4.24
Cannabis,BUSCO,PC5,3.92
Cannabis,BUSCO,PC6,3.27
Cannabis,BUSCO,PC7,3.18
Cannabis,BUSCO,PC8,3
Cannabis,BUSCO,PC9,2.86
Cannabis,BUSCO,PC10,2.69
Cannabis,BUSCO,PC11,2.61
Cannabis,BUSCO,PC12,2.54
Cannabis,BUSCO,PC13,2.48
Cannabis,BUSCO,PC14,2.46
Cannabis,BUSCO,PC15,2.41
Cannabis,BUSCO,PC16,2.38
Cannabis,BUSCO,PC17,2.34
Cannabis,BUSCO,PC18,2.3
Cannabis,BUSCO,PC19,2.26
Cannabis,BUSCO,PC20,2.23
Cannabis,BUSCO,PC21,2.18
Cannabis,BUSCO,PC22,2.13
Cannabis,BUSCO,PC23,2.1
Cannabis,BUSCO,PC24,2.06
Cannabis,BUSCO,PC25,2.05
Cannabis,BUSCO,PC26,1.98
Cannabis,BUSCO,PC27,1.91
Cannabis,BUSCO,PC28,1.89
Cannabis,BUSCO,PC29,1.84
Cannabis,BUSCO,PC30,1.81
Cannabis,BUSCO,PC31,1.8
Cannabis,BUSCO,PC32,1.69
Cannabis,BUSCOsuper,PC1,9.45
Cannabis,BUSCOsuper,PC2,5.63
Cannabis,BUSCOsuper,PC3,4.21
Cannabis,BUSCOsuper,PC4,4.13
Cannabis,BUSCOsuper,PC5,3.61
Cannabis,BUSCOsuper,PC6,3.22
Cannabis,BUSCOsuper,PC7,3.07
Cannabis,BUSCOsuper,PC8,2.95
Cannabis,BUSCOsuper,PC9,2.65
Cannabis,BUSCOsuper,PC10,2.63
Cannabis,BUSCOsuper,PC11,2.59
Cannabis,BUSCOsuper,PC12,2.53
Cannabis,BUSCOsuper,PC13,2.52
Cannabis,BUSCOsuper,PC14,2.47
Cannabis,BUSCOsuper,PC15,2.43
Cannabis,BUSCOsuper,PC16,2.39
Cannabis,BUSCOsuper,PC17,2.38
Cannabis,BUSCOsuper,PC18,2.35
Cannabis,BUSCOsuper,PC19,2.31
Cannabis,BUSCOsuper,PC20,2.25
Cannabis,BUSCOsuper,PC21,2.24
Cannabis,BUSCOsuper,PC22,2.18
Cannabis,BUSCOsuper,PC23,2.18
Cannabis,BUSCOsuper,PC24,2.15
Cannabis,BUSCOsuper,PC25,2.1
Cannabis,BUSCOsuper,PC26,2.03
Cannabis,BUSCOsuper,PC27,2.01
Cannabis,BUSCOsuper,PC28,1.99
Cannabis,BUSCOsuper,PC29,1.97
Cannabis,BUSCOsuper,PC30,1.94
Cannabis,BUSCOsuper,PC31,1.91
Cannabis,BUSCOsuper,PC32,1.85
Cannabis,genome,PC1,8.58
Cannabis,genome,PC2,5.55
Cannabis,genome,PC3,4.12
Cannabis,genome,PC4,4.02
Cannabis,genome,PC5,3.64
Cannabis,genome,PC6,3.26
Cannabis,genome,PC7,3.07
Cannabis,genome,PC8,2.82
Cannabis,genome,PC9,2.8
Cannabis,genome,PC10,2.69
Cannabis,genome,PC11,2.58
Cannabis,genome,PC12,2.57
Cannabis,genome,PC13,2.49
Cannabis,genome,PC14,2.48
Cannabis,genome,PC15,2.43
Cannabis,genome,PC16,2.4
Cannabis,genome,PC17,2.36
Cannabis,genome,PC18,2.35
Cannabis,genome,PC19,2.32
Cannabis,genome,PC20,2.29
Cannabis,genome,PC21,2.23
Cannabis,genome,PC22,2.22
Cannabis,genome,PC23,2.21
Cannabis,genome,PC24,2.2
Cannabis,genome,PC25,2.17
Cannabis,genome,PC26,2.13
Cannabis,genome,PC27,2.1
Cannabis,genome,PC28,2.03
Cannabis,genome,PC29,1.98
Cannabis,genome,PC30,1.96
Cannabis,genome,PC31,1.93
Cannabis,genome,PC32,1.87
Cannabis,SCsuper,PC1,8.73
Cannabis,SCsuper,PC2,5.36
Cannabis,SCsuper,PC3,4.07
Cannabis,SCsuper,PC4,3.98
Cannabis,SCsuper,PC5,3.54
Cannabis,SCsuper,PC6,3.03
Cannabis,SCsuper,PC7,2.97
Cannabis,SCsuper,PC8,2.85
Cannabis,SCsuper,PC9,2.68
Cannabis,SCsuper,PC10,2.62
Cannabis,SCsuper,PC11,2.55
Cannabis,SCsuper,PC12,2.51
Cannabis,SCsuper,PC13,2.49
Cannabis,SCsuper,PC14,2.48
Cannabis,SCsuper,PC15,2.42
Cannabis,SCsuper,PC16,2.41
Cannabis,SCsuper,PC17,2.4
Cannabis,SCsuper,PC18,2.37
Cannabis,SCsuper,PC19,2.33
Cannabis,SCsuper,PC20,2.32
Cannabis,SCsuper,PC21,2.3
Cannabis,SCsuper,PC22,2.28
Cannabis,SCsuper,PC23,2.23
Cannabis,SCsuper,PC24,2.22
Cannabis,SCsuper,PC25,2.19
Cannabis,SCsuper,PC26,2.13
Cannabis,SCsuper,PC27,2.1
Cannabis,SCsuper,PC28,2.09
Cannabis,SCsuper,PC29,2.05
Cannabis,SCsuper,PC30,2.02
Cannabis,SCsuper,PC31,1.99
Cannabis,SCsuper,PC32,1.97
Cannabis,singlecopy,PC1,8.75
Cannabis,singlecopy,PC2,5.53
Cannabis,singlecopy,PC3,4.23
Cannabis,singlecopy,PC4,4.1
Cannabis,singlecopy,PC5,3.65
Cannabis,singlecopy,PC6,3.16
Cannabis,singlecopy,PC7,2.95
Cannabis,singlecopy,PC8,2.87
Cannabis,singlecopy,PC9,2.72
Cannabis,singlecopy,PC10,2.61
Cannabis,singlecopy,PC11,2.58
Cannabis,singlecopy,PC12,2.53
Cannabis,singlecopy,PC13,2.51
Cannabis,singlecopy,PC14,2.46
Cannabis,singlecopy,PC15,2.45
Cannabis,singlecopy,PC16,2.4
Cannabis,singlecopy,PC17,2.38
Cannabis,singlecopy,PC18,2.35
Cannabis,singlecopy,PC19,2.33
Cannabis,singlecopy,PC20,2.31
Cannabis,singlecopy,PC21,2.28
Cannabis,singlecopy,PC22,2.25
Cannabis,singlecopy,PC23,2.25
Cannabis,singlecopy,PC24,2.19
Cannabis,singlecopy,PC25,2.16
Cannabis,singlecopy,PC26,2.13
Cannabis,singlecopy,PC27,2.1
Cannabis,singlecopy,PC28,2.04
Cannabis,singlecopy,PC29,1.97
Cannabis,singlecopy,PC30,1.96
Cannabis,singlecopy,PC31,1.94
Cannabis,singlecopy,PC32,1.89
Citrus,353_super,PC1,13.35
Citrus,353_super,PC2,5.86
Citrus,353_super,PC3,5.53
Citrus,353_super,PC4,5.22
Citrus,353_super,PC5,5.02
Citrus,353_super,PC6,4.76
Citrus,353_super,PC7,4.54
Citrus,353_super,PC8,4.52
Citrus,353_super,PC9,4.37
Citrus,353_super,PC10,4.17
Citrus,353_super,PC11,3.99
Citrus,353_super,PC12,3.87
Citrus,353_super,PC13,3.59
Citrus,353_super,PC14,3.52
Citrus,353_super,PC15,3.22
Citrus,353_super,PC16,3.17
Citrus,353_super,PC17,3.12
Citrus,353_super,PC18,3.04
Citrus,353_super,PC19,2.86
Citrus,353_super,PC20,2.72
Citrus,353_super,PC21,2.65
Citrus,353_super,PC22,2.57
Citrus,353_super,PC23,2.4
Citrus,353_super,PC24,1.95
Citrus,353_super,PC25,0
Citrus,353_gene,PC1,12.09
Citrus,353_gene,PC2,6.23
Citrus,353_gene,PC3,5.82
Citrus,353_gene,PC4,5.15
Citrus,353_gene,PC5,5
Citrus,353_gene,PC6,4.77
Citrus,353_gene,PC7,4.56
Citrus,353_gene,PC8,4.39
Citrus,353_gene,PC9,4.29
